Profession,Income,Credit_card_number,Expiry,Security_code,Fraud
LAWYER,98866,4926395383334718,10/34,975,1
LAWYER,50493,567028194296,10/25,024,1
LAWYER,8720,379218916309199,06/27,734,0
DOCTOR,53106,4697750815754072,10/30,538,0
LAWYER,20939,379179391543019,05/29,570,1
ENGINEER,6740,6011959915987599,12/26,953,0
LAWYER,53946,4200144464882,06/25,418,1
LAWYER,13237,5396875239319664,06/32,389,1
ENGINEER,36475,4362308851205188,03/34,581,0
ENGINEER,67508,30210697848405,11/33,2857,0
DOCTOR,98276,213109216231813,07/32,176,0
LAWYER,72815,3567299419598187,06/27,421,1
LAWYER,79334,3591555079603397,03/33,141,1
ENGINEER,79859,2289464429961721,01/28,101,1
LAWYER,82020,4612208700686976815,02/27,264,0
DOCTOR,46222,3511632232348595,03/26,624,0
ENGINEER,57017,2244181417886793,09/30,607,0
ENGINEER,3614,5251784422904171,01/30,0569,1
LAWYER,59228,180089196187392,05/29,516,0
LAWYER,72795,371226302311453,02/29,981,1
ENGINEER,45071,30158180784670,10/26,456,0
DOCTOR,13640,4696477229729,01/29,965,0
DOCTOR,61753,3502229433622315,06/30,489,0
LAWYER,91456,4635518815412651,12/29,484,1
ENGINEER,26994,3510300738558338,10/31,494,0
ENGINEER,7357,502060999625,12/25,541,0
ENGINEER,44964,503816359072,04/30,621,0
LAWYER,58683,213167062496013,08/34,0769,0
LAWYER,41373,3527494059317258,11/32,164,0
DOCTOR,59655,6011686303324008,05/33,4808,1
ENGINEER,29586,373549023983872,09/26,870,1
DOCTOR,44896,5580056953521928,04/29,903,1
ENGINEER,22667,376951623432028,08/30,489,0
DOCTOR,49387,4546755002263218423,10/33,214,1
LAWYER,42974,501893501228,02/25,8944,0
LAWYER,83557,373320047719902,10/32,587,0
DOCTOR,33847,4025482733255700,07/25,548,1
LAWYER,59695,180032772709544,10/28,151,1
ENGINEER,6168,4492128400960080,04/30,115,0
DOCTOR,22620,343630464853779,07/27,413,1
LAWYER,67193,3587096149442330,05/32,167,0
DOCTOR,84300,2720238304387294,07/34,694,1
LAWYER,44552,4509544331864616,06/28,525,0
DOCTOR,63681,4670874388970942296,07/30,126,0
LAWYER,32331,4976670891800,10/33,267,0
LAWYER,57606,374321570843977,01/34,4535,1
LAWYER,98316,6011905282990583,05/31,805,0
LAWYER,96109,341359589022209,08/25,053,1
ENGINEER,21248,3596188932340620,01/33,071,0
LAWYER,3476,180030054878318,07/25,363,0
LAWYER,66237,4869113397782114,09/33,960,0
LAWYER,37562,5356911768737113,09/32,326,0
DOCTOR,35914,3587550207646034,06/32,685,0
DOCTOR,40706,4598702002733,12/27,844,1
ENGINEER,98617,060478701927,01/31,263,0
DOCTOR,27214,4692113528293737,07/32,325,0
LAWYER,36547,5240200300297368,08/32,314,0
LAWYER,42231,503809036661,11/33,6715,1
DOCTOR,30155,30149664113155,01/27,823,1
DOCTOR,78579,213142241523409,06/30,478,0
LAWYER,9587,4816867740747181,03/32,121,1
ENGINEER,57646,4056618198718714,05/25,089,1
DOCTOR,3608,345311520723250,07/30,319,0
ENGINEER,48527,4329428625345329186,02/28,609,1
ENGINEER,46590,344902043889957,02/25,577,0
DOCTOR,44099,4943474975478,10/28,423,0
DOCTOR,27567,4111865499377820575,06/30,767,1
LAWYER,86421,4093547022256156550,04/27,588,0
DOCTOR,40189,560387179230,02/33,877,0
ENGINEER,18565,4344297630895406,08/33,353,0
DOCTOR,19249,371804614229884,12/27,552,0
ENGINEER,23231,3559330237923123,05/30,830,0
ENGINEER,64200,3596330686760260,07/28,318,1
ENGINEER,95846,3531926276452297,01/25,011,1
ENGINEER,55433,6588979717216529,12/29,180,1
DOCTOR,68657,4895530719930683,04/26,358,1
ENGINEER,54698,4786884126559896,06/29,9806,1
LAWYER,90558,3532080127011370,02/31,791,1
ENGINEER,1481,4844366597231478,11/32,5624,0
LAWYER,15644,38720680373726,08/28,823,1
DOCTOR,94018,676259030572,04/34,839,0
ENGINEER,10606,4404552787563390826,11/25,294,0
DOCTOR,12325,374130287914223,01/33,851,0
LAWYER,89275,2256020274499271,08/33,457,1
LAWYER,93299,30114454654099,04/25,559,0
DOCTOR,25093,4766487082863176998,12/25,575,1
ENGINEER,48753,3585919490961883,01/31,863,1
DOCTOR,84993,3540625185541641,06/31,429,0
DOCTOR,3713,4929126896186478,11/31,963,0
LAWYER,94371,4049688672172,02/32,942,0
DOCTOR,93849,4861379988825972482,12/28,1496,1
DOCTOR,49704,2497485765791271,12/28,059,0
DOCTOR,23063,36139406183354,01/28,033,1
LAWYER,18790,4144942780511244,05/31,169,0
LAWYER,31120,180052712757932,02/25,852,1
LAWYER,70383,4182739077859,12/25,162,1
LAWYER,5109,3524212463185357,05/25,360,0
DOCTOR,84451,4009489323397925,04/31,383,1
LAWYER,80299,6568304784277052,05/32,878,1
ENGINEER,26071,30488327430394,01/34,298,0
ENGINEER,87372,676149099860,08/28,4507,1
ENGINEER,65432,4038124663663124,09/29,604,1
DOCTOR,23193,180091479638174,01/26,751,1
ENGINEER,91921,6573344742621747,09/28,643,1
DOCTOR,31867,3515108694262562,07/28,491,0
LAWYER,87204,4429443200809900,07/25,671,1
ENGINEER,44808,4438946668998444,12/30,289,1
LAWYER,47570,4594215841718602,02/26,909,0
LAWYER,57543,30391789073571,01/32,982,0
ENGINEER,37069,676172956044,10/27,781,0
ENGINEER,98524,4388796106909,03/33,045,1
LAWYER,35822,180083462633916,03/25,421,1
ENGINEER,49621,4032729819844602260,12/33,791,1
DOCTOR,87334,3517738455126065,03/31,249,1
LAWYER,47860,379788796565102,03/25,279,0
DOCTOR,68061,5338513806579797,01/25,582,0
LAWYER,88305,4369096897484049,07/28,349,0
LAWYER,96801,180023549955387,03/27,921,0
LAWYER,18664,2299168807874939,11/34,322,0
DOCTOR,19573,180003197843093,08/34,349,1
DOCTOR,61766,562460761504,05/29,601,0
DOCTOR,10908,4254004078985,08/26,790,1
ENGINEER,25067,630406440903,10/34,450,0
DOCTOR,5467,3579758698780051,11/29,327,0
ENGINEER,80112,213121503884089,06/31,249,1
LAWYER,64910,4252279248821289,01/26,882,1
LAWYER,6200,180079283525018,11/24,969,1
DOCTOR,22619,213103691609486,03/26,708,0
LAWYER,84178,4705408877421,12/25,975,0
LAWYER,83266,6011800166699998,02/32,294,0
LAWYER,62437,6011377930275207,04/28,614,1
DOCTOR,7216,639027071096,07/28,087,1
ENGINEER,98542,344271161852274,02/31,541,0
DOCTOR,70758,375453112602840,10/32,565,0
ENGINEER,54819,4805492506934,11/26,1817,0
DOCTOR,19757,676127448162,12/25,784,0
ENGINEER,68030,6572247065379135,12/27,056,0
ENGINEER,84652,180095771925627,07/28,085,0
LAWYER,81876,213141821515215,11/28,422,1
LAWYER,69987,4918476897961,09/26,489,0
DOCTOR,54376,4750990372683488,09/33,145,0
DOCTOR,19798,4032742472959338,01/34,829,1
ENGINEER,73909,30341246925624,09/32,664,1
LAWYER,49687,6597871526726054,02/30,1304,0
ENGINEER,36849,4996536634494232873,03/33,661,0
DOCTOR,46499,4937947454302391044,06/26,702,1
DOCTOR,62821,4244639075707599,09/27,209,1
DOCTOR,48571,6011770335319077,06/26,725,1
LAWYER,69327,4589932015295269,12/24,865,1
ENGINEER,68966,4596329505864,10/28,873,1
ENGINEER,83886,6011911679986770,07/31,254,0
LAWYER,59017,4840046546433577593,05/25,335,0
LAWYER,54544,4252308015461326852,10/30,485,0
ENGINEER,56477,2701873964450934,03/26,562,1
LAWYER,54517,4936003148510176311,11/26,662,1
ENGINEER,90317,3591305400130508,03/30,147,1
DOCTOR,4474,6011360134152158,02/25,364,1
DOCTOR,46041,503808670981,01/31,765,0
DOCTOR,65845,4293193196694963,09/30,315,1
ENGINEER,73301,4049528268652,01/30,514,1
ENGINEER,31853,4859622356728,07/31,374,1
ENGINEER,82440,4607036211181,11/31,496,0
LAWYER,75109,3594195403278975,03/27,961,1
DOCTOR,44932,30037561235454,01/28,101,0
ENGINEER,39497,345038230241659,09/30,938,0
ENGINEER,3296,6011152141080252,01/25,585,0
ENGINEER,76455,378585791626645,06/30,259,1
DOCTOR,30435,639054390864,03/29,831,0
ENGINEER,67776,3581868804193085,05/26,660,1
LAWYER,50688,6011846127284230,05/29,605,0
DOCTOR,17272,675963866990,04/25,512,1
DOCTOR,88693,3542639568104263,03/27,309,0
LAWYER,72023,4901627788323949,03/32,727,1
ENGINEER,19372,4527136098959,09/28,713,1
ENGINEER,9960,6011020658888625,02/27,053,1
LAWYER,26341,180077506832575,01/33,964,0
ENGINEER,46547,3543843168879279,07/33,937,0
DOCTOR,31786,3573072801669631,04/33,459,0
DOCTOR,99021,378902416270909,09/32,232,0
DOCTOR,97680,38218857852986,07/30,127,0
LAWYER,3303,3550571568415895,08/28,840,0
ENGINEER,23545,676332336459,08/34,117,1
LAWYER,8233,3562540300749628,07/29,4156,0
ENGINEER,99476,4925093489098,02/33,722,0
ENGINEER,96552,372047240817917,02/33,292,1
DOCTOR,97973,2601826757525248,01/30,455,1
LAWYER,389,3506588151033674,12/32,998,0
DOCTOR,21003,675902455970,04/28,848,1
LAWYER,90629,30368092654495,12/30,249,0
ENGINEER,14193,4618454680744878286,04/32,7407,0
DOCTOR,1322,3558204041930049,12/27,596,0
ENGINEER,61809,3517206047241537,08/27,654,0
LAWYER,79913,3599631551276929,07/34,242,1
DOCTOR,36272,3519667828187439,01/32,803,1
ENGINEER,15774,3507702283178179,01/34,924,1
ENGINEER,78944,6598409986619706,01/34,759,0
LAWYER,23510,2241509174509732,05/34,674,1
LAWYER,63108,180074778380250,08/34,7686,1
ENGINEER,35713,4399279170087382,05/27,863,1
DOCTOR,57177,213151931693497,12/32,355,1
DOCTOR,37340,4391006534488004194,03/28,819,1
ENGINEER,98544,6567757456631388,08/31,948,1
ENGINEER,57248,30573759036361,01/30,601,0
ENGINEER,95196,3504209033278757,05/25,385,0
LAWYER,63408,6011935625234738,01/28,724,1
LAWYER,25131,30155368767097,07/25,398,1
LAWYER,78895,4832935854882893078,02/31,512,1
DOCTOR,21700,4808430093762982368,12/30,210,1
LAWYER,48850,4389570396695293,08/32,361,1
DOCTOR,30037,213159237567034,06/33,604,1
LAWYER,28726,3519325333583853,05/25,550,1
DOCTOR,45744,4399270058558065,06/30,242,1
LAWYER,65905,4459767549232710,11/29,4783,0
LAWYER,61558,4865123923015,06/31,687,0
ENGINEER,75129,36266521241823,05/28,337,1
DOCTOR,98814,180039996387544,11/28,323,1
LAWYER,78383,4907038543049,10/29,248,0
DOCTOR,79864,346250561557806,04/27,098,1
DOCTOR,72401,2720797522042908,12/24,7190,0
DOCTOR,23397,213180262056388,04/30,651,0
ENGINEER,93436,38491261099342,12/27,671,0
LAWYER,33100,4773588628261,12/29,407,0
DOCTOR,7720,6595337390490898,09/34,648,1
ENGINEER,42505,3542614064007989,01/28,569,1
ENGINEER,31593,6011037847124563,08/26,070,0
ENGINEER,83723,4316506765323111891,05/27,006,0
DOCTOR,2005,3555656443729027,03/33,948,1
ENGINEER,78438,343726552298594,07/26,621,1
ENGINEER,90154,180060869519336,08/33,522,0
ENGINEER,91766,630458892373,01/25,973,0
ENGINEER,69872,3515983056447120,09/32,103,0
ENGINEER,48479,4203410350041,03/29,589,0
DOCTOR,85170,565711778201,03/30,587,1
DOCTOR,50725,3596216003434996,03/27,364,1
LAWYER,77185,4866045627815061,06/28,723,1
LAWYER,44283,3505255810433668,06/30,796,0
LAWYER,80270,4336034868426517,02/25,036,0
ENGINEER,7097,4361493874067020,04/29,989,0
DOCTOR,46495,3508548093758406,11/32,457,0
DOCTOR,50909,180040460697392,05/25,904,0
DOCTOR,92390,4630291038095985,09/28,482,0
DOCTOR,35977,3549611865350397,01/33,750,0
DOCTOR,58919,345475294613532,09/34,691,0
DOCTOR,50960,639055579101,11/27,880,0
ENGINEER,30497,30443549727291,02/28,715,1
ENGINEER,33934,4909591824766,08/27,938,0
DOCTOR,69677,3540611481285133,07/33,753,0
ENGINEER,65840,2447258001032524,04/25,926,1
DOCTOR,36640,213119542285789,05/25,468,0
LAWYER,6522,3528597514394297,01/26,6229,0
DOCTOR,27348,370780143521416,04/34,669,0
LAWYER,3648,213148856995659,02/26,348,1
LAWYER,30133,4472928775748182,12/26,094,0
LAWYER,94829,3562560926604825,03/28,568,0
LAWYER,49766,371676997503485,04/31,600,1
DOCTOR,65230,4926568489613447,08/28,481,0
DOCTOR,12454,347140551973130,03/32,759,1
ENGINEER,86808,3526689871584263,11/26,516,1
LAWYER,54549,30266905789310,07/31,883,1
DOCTOR,58978,3520335551776813,01/25,190,0
DOCTOR,10201,6504839084587517,01/30,113,1
LAWYER,50020,4454239755900567,02/25,914,0
DOCTOR,68755,372092476944555,05/31,783,1
ENGINEER,47990,180048174276312,05/27,7376,1
ENGINEER,74142,370348752320809,05/34,4615,0
DOCTOR,28564,2279267337483080,11/30,223,1
LAWYER,90930,4713551701271207979,08/27,652,1
LAWYER,77640,4911154186886045,05/26,8451,1
LAWYER,62644,213178215884096,11/25,203,0
ENGINEER,75928,376276371498579,08/32,937,1
DOCTOR,13451,180082869800029,05/34,263,0
DOCTOR,10776,4533403524504622,04/33,486,0
DOCTOR,89007,30184311314310,03/28,3484,1
LAWYER,10595,503821105718,05/31,104,1
LAWYER,49161,3503660381235040,09/31,398,1
ENGINEER,18060,213156318522458,10/25,347,1
LAWYER,36192,6011161691281749,06/27,308,1
ENGINEER,9791,36022440166553,06/25,535,1
ENGINEER,66729,3584787303356497,11/33,466,0
ENGINEER,50196,630488213038,07/25,719,1
LAWYER,41863,5277674841564021,09/31,962,1
LAWYER,99123,4098508584136912,02/31,825,0
LAWYER,73222,3586526555008226,10/26,953,0
LAWYER,32577,3554837455663335,12/26,453,1
ENGINEER,24462,4584597038495520,03/29,390,1
ENGINEER,61648,2222185623669691,11/24,493,1
DOCTOR,71721,346504709698215,01/29,366,0
DOCTOR,56007,2704348569790056,10/27,163,1
DOCTOR,99877,377606507471521,02/25,0871,0
LAWYER,90200,180078814094593,12/27,221,0
ENGINEER,31999,4222813414744185,01/29,739,1
LAWYER,74091,4241579649040999,05/33,228,0
ENGINEER,32860,3558106890134419,04/26,726,1
LAWYER,38501,30039948782950,09/25,693,1
ENGINEER,17056,213172921830196,07/27,470,0
LAWYER,73581,4896562122181,07/27,6510,0
ENGINEER,55552,38944710878294,08/34,566,0
DOCTOR,80799,4716475694147639,10/27,091,1
LAWYER,897,6011966243947484,07/30,807,1
ENGINEER,56566,38631369775604,10/30,472,1
DOCTOR,31157,180090867416284,02/30,248,1
ENGINEER,38025,6533028759692308,12/27,247,0
DOCTOR,72916,213196558368709,06/34,5360,1
DOCTOR,60737,347965240169694,09/30,057,1
ENGINEER,39126,3518970260470094,06/31,0498,0
ENGINEER,38779,2272540478568449,11/29,303,1
ENGINEER,37366,213132702492921,08/33,728,0
DOCTOR,42652,213159194018906,08/25,971,0
DOCTOR,13567,30562637042683,08/27,266,1
ENGINEER,74810,6011844470642476,09/30,1066,1
ENGINEER,82538,4269679600117187,10/34,386,0
ENGINEER,73570,4716860230256,11/33,594,0
ENGINEER,38736,4834578355697417,01/32,537,0
DOCTOR,68207,3552684902670022,02/29,534,0
LAWYER,26918,6583526216662490,06/28,041,1
DOCTOR,6806,6590693785459178,04/29,938,1
DOCTOR,78488,6586321934234039,07/26,329,0
ENGINEER,76315,2405442581335297,11/28,709,1
ENGINEER,6313,4712534944561314,12/26,789,1
LAWYER,38049,3531643546900597,01/34,004,0
LAWYER,55828,348142834504152,01/30,002,1
DOCTOR,95380,180041314524287,10/29,149,0
ENGINEER,8488,2254873524424198,02/28,291,0
ENGINEER,7748,2225270323679823,05/27,007,0
DOCTOR,97064,3585780499494122,05/31,636,0
LAWYER,35587,630450784057,04/28,348,1
DOCTOR,45871,30149079195987,09/29,331,1
LAWYER,58979,2277387191498586,06/28,444,1
ENGINEER,72559,4041896877287189,11/28,954,1
DOCTOR,84427,4529611449986734,04/30,577,1
LAWYER,27604,30061327560468,08/30,847,1
ENGINEER,14569,379852123583137,09/29,428,1
LAWYER,29954,213133935670887,10/29,996,0
ENGINEER,24958,4196312922810,02/30,076,0
DOCTOR,27884,4805174635443262,03/26,942,0
DOCTOR,22576,4470959809173552,03/32,455,0
DOCTOR,81967,213141737559778,09/31,657,1
LAWYER,8731,2570486850547362,07/34,1573,0
DOCTOR,12979,379371310734619,05/27,817,0
LAWYER,68942,2691027565658062,07/34,511,0
ENGINEER,75004,3508867386659240,10/34,7468,1
LAWYER,61236,30545226627808,11/28,717,0
ENGINEER,32636,3505894502070691,05/34,922,0
DOCTOR,94754,4969886553058,06/29,724,0
DOCTOR,58513,4865350693603420,09/30,704,0
ENGINEER,4180,4945480686230206,10/31,287,1
ENGINEER,5767,4587335782142,06/31,995,1
DOCTOR,29591,213190593284971,05/33,201,1
DOCTOR,32665,30556270556587,09/30,746,0
ENGINEER,48577,2719997776929130,04/30,834,1
DOCTOR,42157,4823523999988316370,11/27,692,1
LAWYER,86600,30400673820367,09/32,976,1
LAWYER,5863,3526725972470737,03/29,104,0
LAWYER,66986,5362979925522704,10/26,598,1
LAWYER,48221,3514545686744159,05/32,638,1
DOCTOR,95949,4047067549904,05/32,987,0
LAWYER,3720,373280046158017,09/34,751,1
ENGINEER,75242,3559289396289728,10/29,867,1
ENGINEER,66766,373935687809521,09/26,162,1
DOCTOR,88727,3598344297290078,07/29,955,1
DOCTOR,15682,344867397993392,09/30,878,0
DOCTOR,81722,6011139547399345,08/33,237,0
DOCTOR,49377,4736153417835499605,06/26,596,0
LAWYER,1328,4166470572936095094,06/28,938,1
ENGINEER,14744,347145017117537,05/30,247,0
LAWYER,15228,30113978267347,01/31,740,1
LAWYER,83275,4406736301292216,05/28,092,1
LAWYER,94480,4618178655447191,05/28,736,1
DOCTOR,55296,4206367715975,02/28,999,1
ENGINEER,19579,30156915030922,08/33,102,1
DOCTOR,14662,639092952279,07/34,026,0
DOCTOR,61374,180045986091863,12/32,364,1
ENGINEER,87464,6011218851201501,12/32,035,0
ENGINEER,49153,639042115241,08/27,882,0
DOCTOR,71556,3548454645348725,03/32,336,0
DOCTOR,11334,340164940739637,10/30,045,0
DOCTOR,31780,4615725981130453489,04/34,286,0
DOCTOR,7256,4752350226684035149,06/33,266,0
DOCTOR,14018,340598748145143,06/31,987,0
DOCTOR,64751,180055004713687,03/28,755,0
ENGINEER,45727,213101959869750,12/33,350,0
LAWYER,32592,4945844370310519,08/30,824,1
LAWYER,82478,4783040923457270,09/30,106,1
LAWYER,94597,6585237202593586,09/34,427,1
ENGINEER,88836,3579594082889491,10/27,992,1
LAWYER,37428,6011671991429863,11/31,898,0
LAWYER,36645,4704700973061,06/26,697,1
ENGINEER,50798,5548963919616216,06/29,2842,1
DOCTOR,55205,30029231796833,11/27,520,1
DOCTOR,31432,36330354668153,07/31,541,1
ENGINEER,53789,345068962845716,06/33,703,0
ENGINEER,51298,5115487757133921,11/32,072,0
LAWYER,79763,4502901368758035317,12/28,490,0
ENGINEER,17726,6593415453761314,01/26,235,1
ENGINEER,50247,5193344358723607,05/33,016,0
ENGINEER,88507,3539038029358334,11/33,260,1
LAWYER,93211,4204522072142689,05/25,092,1
LAWYER,11189,4137570043039174459,11/33,472,1
DOCTOR,91477,4972689020649857,09/31,340,0
ENGINEER,64274,4146960549903104,03/26,787,1
ENGINEER,71943,4179454602956316,11/31,342,1
ENGINEER,98428,4903990610017,02/28,485,1
DOCTOR,24636,3577850604852546,11/26,0587,1
ENGINEER,56256,2720216942252997,09/30,734,0
DOCTOR,76078,4633681998428159698,09/33,916,0
ENGINEER,64510,3523484800710467,10/30,741,0
LAWYER,18830,502059275201,03/30,0063,0
DOCTOR,16139,3528438365125318,09/32,379,0
LAWYER,85334,6547326553097490,07/34,980,0
DOCTOR,95359,3516379029868832,12/27,245,0
LAWYER,78872,344824488229194,07/34,845,0
LAWYER,23382,4566911975098,10/29,9695,0
LAWYER,33635,2299973509038026,10/34,307,0
LAWYER,66029,501865950635,05/30,872,0
DOCTOR,66974,4098160894570305,05/33,851,1
DOCTOR,17579,4566682636702113,11/30,512,1
LAWYER,9730,4224648389401959,07/28,529,0
DOCTOR,20929,4485516669967920,01/28,055,1
LAWYER,92087,4992367177296,02/29,571,0
DOCTOR,90022,3551475023063093,12/28,453,1
ENGINEER,27083,676337072315,05/30,889,1
ENGINEER,11336,36486848463864,08/26,6233,0
DOCTOR,90795,4972734536481,09/32,024,1
ENGINEER,6965,4418037671666,08/28,836,0
DOCTOR,74752,213147228397123,09/34,217,0
LAWYER,35748,6504543163650051,11/32,966,1
ENGINEER,2202,6550758364197842,07/30,274,0
ENGINEER,99059,3594486902855961,12/28,234,0
DOCTOR,5382,4503620261616060817,02/26,681,1
ENGINEER,52504,371133144089141,08/33,239,1
ENGINEER,81860,4941860694240,09/33,762,1
LAWYER,42279,562554141829,05/26,127,0
ENGINEER,89886,38707784433183,02/31,419,0
LAWYER,20241,6011407469052741,08/31,731,1
DOCTOR,61305,4426121960126920,03/27,674,1
LAWYER,99810,4559215436254512179,12/24,359,1
LAWYER,41543,630480481823,04/31,211,0
LAWYER,44560,2298967462645869,10/32,052,1
DOCTOR,95424,180011930851422,03/30,822,1
LAWYER,28150,2470799154465169,10/34,136,0
ENGINEER,20077,180039527004899,02/31,927,0
ENGINEER,98924,375019360037144,11/29,476,0
DOCTOR,39079,373337797973596,07/28,105,0
DOCTOR,58800,6011050822649264,06/27,132,1
DOCTOR,72129,3597780887355600,11/29,770,1
ENGINEER,97390,4338789204740,12/27,582,1
LAWYER,86996,3574077416072013,11/25,678,0
DOCTOR,5923,3521511318119815,09/28,812,1
LAWYER,25837,4305784140561880,09/32,573,1
ENGINEER,30166,4966789347769202,07/29,2963,0
ENGINEER,49020,180062087414993,01/30,887,0
ENGINEER,21439,2252501472456670,05/30,688,1
DOCTOR,45948,4162465867933200309,03/28,284,1
DOCTOR,44382,3559336586129139,08/33,021,1
LAWYER,75438,3561745924151017,09/27,671,1
ENGINEER,48694,3505608935196679,06/27,053,1
ENGINEER,49913,578669322336,05/32,245,0
ENGINEER,51896,4537384394969820,05/27,597,1
LAWYER,32878,4145264092352773912,08/26,628,0
DOCTOR,88860,4463667883275420,12/26,251,0
DOCTOR,24870,4547552090794842657,02/26,384,0
ENGINEER,12651,371079321544186,10/25,322,1
DOCTOR,88961,3557877942491004,02/26,700,0
ENGINEER,4541,3596624595824245,11/34,189,0
ENGINEER,87942,2264893129442062,03/28,022,0
ENGINEER,8271,213119688229518,12/32,210,0
LAWYER,23592,4880904711372,08/31,3588,1
DOCTOR,66792,6527217900637886,04/28,525,0
ENGINEER,69610,639002614837,10/27,6739,0
ENGINEER,36595,180053830275062,08/30,736,0
ENGINEER,85996,4597242266592,03/27,544,1
LAWYER,20241,4420955710816389,07/32,420,0
LAWYER,53997,346869708099479,01/28,942,0
DOCTOR,75019,4235880924490448,06/31,366,1
LAWYER,34484,6533522431313101,05/26,912,1
LAWYER,53538,4496514322008411,11/27,335,1
DOCTOR,24009,4784482502663958764,04/29,369,0
LAWYER,87535,4152344214122,03/28,461,1
LAWYER,37699,180015970493656,01/32,0308,1
ENGINEER,7395,5170637860855602,07/30,217,1
ENGINEER,67963,3514625227091169,08/29,857,0
LAWYER,38998,3522296413224293,11/26,685,0
ENGINEER,46920,4139728596620,09/26,5038,1
LAWYER,4338,3503492947649930,10/33,617,1
ENGINEER,41192,4012586456938467864,10/26,451,1
DOCTOR,1913,343262640625945,10/33,137,0
ENGINEER,32225,30342743729923,11/31,456,1
DOCTOR,8312,3588916672346633,05/27,812,0
LAWYER,25628,4036825435246319,02/25,749,0
DOCTOR,93462,340216309251222,06/32,550,0
DOCTOR,50099,4681855420069339173,01/31,333,0
LAWYER,4965,347721152299395,04/27,356,1
LAWYER,9720,4880573568863,02/25,937,0
ENGINEER,98043,4274094683768208,10/26,377,1
ENGINEER,16762,36828254338520,08/33,6559,0
LAWYER,60504,502038114026,09/26,408,0
LAWYER,18721,5404608804377563,12/24,4555,0
DOCTOR,64754,4441569884248215,01/34,821,1
ENGINEER,5070,213127316480510,08/34,7364,0
LAWYER,74550,3530954818232325,08/26,937,1
LAWYER,84545,180058825947963,03/28,264,0
ENGINEER,73519,639067398235,08/32,957,0
ENGINEER,72989,2287516644753753,08/25,248,0
LAWYER,59748,213178347937002,10/27,177,0
LAWYER,34699,4899329564587262957,12/28,657,0
DOCTOR,94473,4158953068261,01/34,537,0
LAWYER,67126,676212263708,07/27,650,1
DOCTOR,46511,3592046533623352,11/29,4894,0
DOCTOR,97445,4737481890666,10/31,980,0
DOCTOR,94703,3531193629152096,12/32,435,0
LAWYER,83921,676383191746,05/33,800,0
LAWYER,40293,3553307349096093,10/27,016,1
ENGINEER,10612,3500169779891086,09/30,078,0
DOCTOR,73047,3550810128629599,06/29,1508,1
LAWYER,22020,2222157191046156,08/33,638,0
DOCTOR,16297,4194487226204847,12/29,787,0
LAWYER,4127,4528382043337747,02/26,557,1
ENGINEER,76169,213152174113763,02/28,405,0
LAWYER,15112,4039771245974319,10/30,326,0
LAWYER,59116,6593058597545571,05/27,062,1
ENGINEER,55072,4404636256385100,09/30,618,1
LAWYER,8165,560718189056,06/26,923,1
LAWYER,85737,180093457809272,07/29,477,0
DOCTOR,63059,6011764575550095,02/32,050,1
ENGINEER,19633,6540550949518862,11/30,349,0
LAWYER,15208,345353369949927,08/32,947,1
DOCTOR,3790,348090999219308,02/29,306,0
DOCTOR,15876,342470398733859,11/26,329,1
LAWYER,19717,503890079901,12/30,968,0
DOCTOR,93762,3557173309408637,05/26,918,0
LAWYER,92017,3572974397653567,05/30,812,1
DOCTOR,22790,4413158039357883,04/29,269,1
LAWYER,74170,180019636576888,07/28,9668,1
LAWYER,90007,6525249936149109,09/33,534,0
ENGINEER,4058,2626260039858782,06/25,130,0
ENGINEER,98038,4259285929397476,11/31,510,0
ENGINEER,71830,561591806709,12/32,701,1
ENGINEER,21064,4988813295649010,11/27,045,1
DOCTOR,87383,6011159553389022,06/31,9371,1
ENGINEER,96715,630455043236,07/34,713,1
ENGINEER,97308,4800913352383437704,12/28,918,1
DOCTOR,15910,213181930440038,09/25,103,1
LAWYER,51601,4457235140256183,06/34,266,0
DOCTOR,40144,4929112258187080,09/30,193,1
DOCTOR,70023,213157947758299,07/29,618,0
ENGINEER,85140,4650068846431718,12/24,421,0
LAWYER,8726,3538983815181369,02/28,768,1
DOCTOR,98262,30585479985131,04/32,339,1
LAWYER,439,180026444761461,07/29,013,1
DOCTOR,30042,4096081237871527,09/31,074,0
DOCTOR,51653,374444965921305,05/32,027,1
DOCTOR,58899,30549860878438,07/34,955,0
LAWYER,1142,3524288007195698,02/30,3191,1
LAWYER,4111,377524614153314,01/32,152,0
ENGINEER,21622,560344924538,08/33,884,0
LAWYER,31281,342918621788884,05/27,517,0
ENGINEER,72467,342025275499964,09/29,667,1
ENGINEER,73710,2280539308539109,09/27,879,0
DOCTOR,75835,4527503102178,04/32,301,0
LAWYER,33717,3546984369865332,06/31,439,1
DOCTOR,92714,676294250391,05/29,858,0
ENGINEER,57087,180070156458189,01/29,047,0
ENGINEER,51746,213133547514218,05/32,250,0
LAWYER,41166,4351307896624,09/29,432,0
DOCTOR,59201,4539654261653,02/34,425,1
LAWYER,6698,3568789941224558,03/31,664,0
ENGINEER,67758,180064396432104,08/30,9288,0
ENGINEER,66224,344926997136461,07/33,496,0
ENGINEER,70056,675952774791,08/28,003,1
DOCTOR,44655,4702110681027,07/33,632,1
LAWYER,24665,3530100302388229,08/26,909,1
LAWYER,86785,2280133937069082,11/33,153,1
ENGINEER,211,373209211655788,09/33,6061,1
DOCTOR,23313,3513729581575253,04/28,343,1
LAWYER,87564,570606467654,08/28,2366,1
