Profession,Income,Credit_card_number,Expiry,Security_code,Fraud
DOCTOR,56180,639041111274,06/33,749,1
LAWYER,33074,4890716420994552920,01/30,41,1
DOCTOR,93658,341592963607480,01/25,305,1
DOCTOR,93293,30073839082618,03/27,706,1
ENGINEER,84457,4679057080364802919,10/29,246,1
ENGINEER,91722,4394533140102276766,04/34,54,1
LAWYER,25390,180006866811119,08/34,218,1
DOCTOR,49045,3504782064876301,11/25,259,1
LAWYER,40594,6597840466149122,06/31,526,1
DOCTOR,65237,4764936814985513969,08/32,4054,1
ENGINEER,8500,30241466519927,11/28,443,1
LAWYER,50519,4614430599773,03/27,158,1
LAWYER,81584,36354861082823,08/32,594,1
DOCTOR,58382,4303511971226927646,01/28,582,1
DOCTOR,90978,4493643734669990,01/28,151,1
ENGINEER,320,3541544141428216,03/27,784,1
ENGINEER,84010,213147175672676,10/26,443,1
DOCTOR,58600,2600662369024820,07/25,126,1
LAWYER,58799,3515004482614405,06/28,543,1
ENGINEER,83820,4427094161126446,01/28,494,1
LAWYER,27135,2252121697965585,11/28,202,1
ENGINEER,6119,3529032880009237,05/30,529,1
ENGINEER,71185,3553089595219864,07/30,708,1
LAWYER,8298,4446322020213580319,11/33,852,1
DOCTOR,34808,180017512994753,10/32,956,1
LAWYER,19548,4834753389289340550,01/34,785,1
DOCTOR,45822,3526240884984338,10/34,617,1
ENGINEER,96724,3553999354412015,02/28,251,1
DOCTOR,7748,502045897506,10/25,786,1
DOCTOR,37911,180056182164339,11/31,850,1
ENGINEER,98975,342132563554409,04/34,534,1
DOCTOR,36433,573155980614,11/31,263,1
LAWYER,85161,213140899070541,09/25,666,1
LAWYER,71764,4951557127430882,08/27,596,1
DOCTOR,46099,3583745108092312,04/34,388,1
LAWYER,89443,3509946016317269,12/28,497,1
LAWYER,15188,3520267776002321,02/28,12,1
DOCTOR,36725,343296590738290,10/30,577,1
LAWYER,11273,180045885117819,08/28,163,1
LAWYER,27831,30570499317416,06/29,232,1
LAWYER,55892,2526638992725273,04/33,961,1
ENGINEER,18934,4573875091971378,02/33,321,1
DOCTOR,42039,6558874437278071,10/34,8,1
DOCTOR,42613,3571175217755159,04/27,762,1
DOCTOR,81290,30270280798078,06/27,189,1
ENGINEER,30700,180057833195649,04/28,114,1
LAWYER,3681,213151060735846,03/34,162,1
ENGINEER,63089,4933357899582407765,11/30,807,1
DOCTOR,62548,4381379047122071,08/32,348,1
LAWYER,37602,376083973396643,09/33,356,1
DOCTOR,18621,30361073107443,04/28,226,1
ENGINEER,28328,4140522481240352,11/31,153,1
DOCTOR,49443,6011265968151210,12/30,50,1
LAWYER,49879,3544407412468112,09/29,997,1
DOCTOR,98393,5364891512360216,05/31,768,1
DOCTOR,48914,378239645370295,04/31,694,1
DOCTOR,41515,3518162987856496,06/28,187,1
DOCTOR,11261,372732028783015,05/25,858,1
ENGINEER,26180,4959156525729695651,09/26,827,1
ENGINEER,60753,4503861423082015703,01/26,548,1
LAWYER,60042,4553450203678000117,04/28,398,1
ENGINEER,69737,3515714403177551,11/27,547,1
LAWYER,80437,4556785061430282,02/33,397,1
DOCTOR,46162,6588430575600099,03/26,322,1
ENGINEER,78183,4229816740797705,07/34,510,1
ENGINEER,32377,371530792672930,09/31,676,1
LAWYER,40797,3557222918014938,05/28,736,1
ENGINEER,56385,30293066717633,08/26,370,1
ENGINEER,81452,213144051609765,01/34,349,1
ENGINEER,54947,4749178328444700,09/26,929,1
DOCTOR,19533,342873378248170,02/28,952,1
ENGINEER,84468,3566362887075756,07/26,294,1
LAWYER,37254,2296771462954491,04/26,428,1
DOCTOR,67439,4879596104104143,02/30,264,1
LAWYER,13027,38615208392713,11/25,468,1
LAWYER,35565,639055271386,05/32,632,1
DOCTOR,60448,575873594908,12/27,869,1
ENGINEER,45608,4393058355677580551,09/34,514,1
ENGINEER,23678,3547673824129959,03/28,425,1
DOCTOR,66319,3581217801614992,11/25,3,1
LAWYER,98253,2719104688798022,08/27,182,1
DOCTOR,18315,3509223617951189,09/30,564,1
LAWYER,10762,36359817022070,11/30,620,1
LAWYER,20906,3513339412357010,11/26,281,1
DOCTOR,67112,4256531644422639846,11/31,901,1
DOCTOR,68260,6011170162651488,04/32,282,1
ENGINEER,77428,4820748253990769969,04/34,833,1
LAWYER,16139,6571396725103962,06/25,890,1
DOCTOR,1818,30264448244026,03/26,769,1
LAWYER,44908,565040052765,06/29,663,1
ENGINEER,34132,30406475288281,09/34,507,1
LAWYER,37428,3574731657155453,06/29,365,1
DOCTOR,87184,30346001368076,08/32,4893,1
ENGINEER,99207,4813283151203347,04/28,459,1
DOCTOR,5627,4978672155352390548,10/25,239,1
ENGINEER,79610,4293036655227775190,06/27,107,1
DOCTOR,16931,348305983932264,05/34,49,1
DOCTOR,23180,180010193603462,04/27,328,1
DOCTOR,69431,30450998351572,02/27,143,1
LAWYER,50791,376184596706083,09/32,118,1
ENGINEER,19828,4185519974044830417,06/33,224,1
LAWYER,87810,503899693934,11/25,924,1
ENGINEER,80985,2411627374016326,12/33,628,1
ENGINEER,22099,676392269434,12/32,8299,1
DOCTOR,99550,3570012252338768,11/27,857,1
DOCTOR,7401,4509504706348,07/32,161,1
ENGINEER,33831,30566233094022,01/29,933,1
ENGINEER,77804,3501933200650109,07/32,872,1
DOCTOR,22281,4845980139380736185,10/32,473,1
DOCTOR,48059,4394579324861151,03/31,569,1
DOCTOR,65622,180040223988062,12/29,278,1
DOCTOR,35408,3562193150337902,06/28,196,1
LAWYER,48102,348943935562266,01/31,143,1
DOCTOR,30980,213153463016394,08/33,868,1
DOCTOR,54311,4653029265380027191,08/30,844,1
DOCTOR,89473,5486308065529520,12/27,666,1
ENGINEER,26204,3546613250470890,08/27,568,1
ENGINEER,47614,3585014463245603,11/24,959,1
ENGINEER,9215,4351239257591629,12/26,559,1
LAWYER,17255,30513202262990,02/32,534,1
LAWYER,76599,180003361371566,05/29,2984,1
DOCTOR,73596,4346069434796233882,01/34,398,1
LAWYER,51889,4443091608602,06/32,90,1
LAWYER,49659,30528001995202,08/31,930,1
LAWYER,50051,4498246943967178010,10/31,150,1
DOCTOR,43495,349648637344322,12/33,901,1
ENGINEER,29642,4481076381431,10/33,147,1
DOCTOR,82946,4451345747299514,05/31,7643,1
ENGINEER,61955,4196597152843802,06/29,404,1
DOCTOR,42553,2712997269108330,05/29,745,1
ENGINEER,17844,4612161633910,12/28,938,1
ENGINEER,14561,3509306976027236,04/27,850,1
ENGINEER,37410,3500515212816595,07/33,368,1
ENGINEER,73175,4805557182875097926,03/26,722,1
LAWYER,52754,2225860217788019,08/28,788,1
DOCTOR,40097,4606404552957684,09/26,623,1
DOCTOR,17375,4849548700953292646,03/33,631,1
DOCTOR,86597,575118752709,07/32,221,1
ENGINEER,5344,2269972064694104,07/29,156,1
DOCTOR,36621,372291077492192,04/30,259,1
ENGINEER,17793,584089097227,07/34,835,1
ENGINEER,70283,4733155997341,07/27,4327,1
LAWYER,60732,4939335312773888,01/25,442,1
DOCTOR,93902,4541122339293052,10/34,36,1
LAWYER,87761,180037955272400,05/30,347,1
LAWYER,76607,2267453786664255,08/29,155,1
DOCTOR,79583,4593646826308665,07/30,1202,1
LAWYER,11638,3598364339558381,05/32,958,1
DOCTOR,67676,4267833896740,12/27,421,1
ENGINEER,37364,4508908716643180682,03/25,4958,1
DOCTOR,24149,4618395389971281329,07/31,535,1
ENGINEER,81526,30458312562030,07/26,590,1
DOCTOR,85242,3554947957792159,08/25,599,1
DOCTOR,51660,675997422646,06/25,167,1
LAWYER,21563,6585513464000084,01/30,380,1
LAWYER,59359,4244157929442023397,04/28,897,1
ENGINEER,37264,2255742081707056,05/29,37,1
LAWYER,60337,502062414805,03/30,6196,1
ENGINEER,17659,38133157488359,10/33,113,1
LAWYER,36570,3560573615546464,04/33,743,1
LAWYER,20228,4350333985275265,06/29,931,1
LAWYER,22105,180075241884075,07/34,155,1
ENGINEER,66412,4627551648244827,07/31,2747,1
ENGINEER,64701,2720379869900277,06/30,942,1
DOCTOR,37883,2292389526738661,09/31,549,1
DOCTOR,74604,6011350762109356,03/26,126,1
DOCTOR,88312,580521825605,11/28,7149,1
DOCTOR,3893,38476039049505,06/31,602,1
LAWYER,33699,4248439343674929,01/29,6154,1
ENGINEER,49191,6011120948047758,09/33,608,1
ENGINEER,95064,675921504105,05/34,190,1
LAWYER,22273,2704097853347160,12/31,559,1
DOCTOR,32404,30516569000507,03/29,984,1
LAWYER,13786,3596647448151896,08/31,906,1
LAWYER,33162,3535551269233169,12/24,271,1
DOCTOR,42092,4722788445083,02/33,417,1
ENGINEER,12487,6011236912050642,04/31,959,1
LAWYER,44782,675939708300,09/30,867,1
ENGINEER,87946,344633568800190,05/25,9354,1
LAWYER,37381,6011518728054920,01/30,649,1
LAWYER,35747,4305988113130256,07/34,862,1
LAWYER,31576,180040913112015,11/28,201,1
ENGINEER,24807,180005175273342,01/28,321,1
LAWYER,99464,4585109494506,10/25,647,1
DOCTOR,86176,5384798956845527,04/28,352,1
LAWYER,15500,38884990221452,12/28,82,1
ENGINEER,69765,3531906444719512,09/30,159,1
ENGINEER,73237,4425146088789102,05/34,935,1
DOCTOR,31538,4848369562320452354,07/32,730,1
LAWYER,44778,5153483238393260,11/34,371,1
DOCTOR,68093,180029455487984,08/25,853,1
LAWYER,71727,4913300078090414,12/31,301,1
DOCTOR,7995,2701586319482812,07/28,34,1
LAWYER,12990,5352055192976204,07/28,795,1
DOCTOR,97855,3526049408871602,05/28,547,1
ENGINEER,23265,4746989416007,08/34,890,1
ENGINEER,62389,213129021183959,08/29,624,1
DOCTOR,832,3513286005414676,09/28,3194,1
DOCTOR,66617,2261112595451660,07/33,655,1
ENGINEER,10164,630466741638,09/34,206,1
DOCTOR,98932,3557969643124628,04/32,669,1
LAWYER,60129,4985967380609,07/29,686,1
DOCTOR,86584,4325535235698,04/28,6339,1
DOCTOR,56072,503851994833,10/26,3013,1
LAWYER,47925,4805349527622767531,12/31,817,1
ENGINEER,21045,4410589854030,09/33,765,1
LAWYER,81339,676154577206,12/24,726,1
DOCTOR,25013,3553303965689022,12/24,493,1
ENGINEER,27491,639067634134,12/28,860,1
DOCTOR,32055,4751026594410,11/31,4125,1
ENGINEER,41763,4616933074862605355,05/26,9887,1
ENGINEER,27590,3575847921599356,09/27,641,1
DOCTOR,3709,3593979232962623,01/28,491,1
DOCTOR,70038,3580165844684962,10/31,81,1
DOCTOR,41602,30421914681657,04/27,7167,1
LAWYER,49941,2271848253071153,02/29,861,1
DOCTOR,80171,6011518609232975,08/29,905,1
LAWYER,24100,4207177387013,08/31,128,1
LAWYER,91900,4659842287908221470,02/25,161,1
DOCTOR,6672,213111690002561,12/24,4901,1
ENGINEER,72970,213108477592590,08/28,969,1
ENGINEER,59796,4428709011936905,08/27,212,1
DOCTOR,49183,3544898637100821,01/34,4704,1
LAWYER,98866,4926395383334718,10/34,975,1
LAWYER,50493,567028194296,10/25,24,1
LAWYER,20939,379179391543019,05/29,570,1
LAWYER,53946,4200144464882,06/25,418,1
LAWYER,13237,5396875239319664,06/32,389,1
LAWYER,72815,3567299419598187,06/27,421,1
LAWYER,79334,3591555079603397,03/33,141,1
ENGINEER,79859,2289464429961721,01/28,101,1
ENGINEER,3614,5251784422904171,01/30,569,1
LAWYER,72795,371226302311453,02/29,981,1
LAWYER,91456,4635518815412651,12/29,484,1
DOCTOR,59655,6011686303324008,05/33,4808,1
ENGINEER,29586,373549023983872,09/26,870,1
DOCTOR,44896,5580056953521928,04/29,903,1
DOCTOR,49387,4546755002263218423,10/33,214,1
DOCTOR,33847,4025482733255700,07/25,548,1
LAWYER,59695,180032772709544,10/28,151,1
DOCTOR,22620,343630464853779,07/27,413,1
DOCTOR,84300,2720238304387294,07/34,694,1
LAWYER,57606,374321570843977,01/34,4535,1
LAWYER,96109,341359589022209,08/25,53,1
DOCTOR,40706,4598702002733,12/27,844,1
LAWYER,42231,503809036661,11/33,6715,1
DOCTOR,30155,30149664113155,01/27,823,1
LAWYER,9587,4816867740747181,03/32,121,1
ENGINEER,57646,4056618198718714,05/25,89,1
ENGINEER,48527,4329428625345329186,02/28,609,1
DOCTOR,27567,4111865499377820575,06/30,767,1
ENGINEER,64200,3596330686760260,07/28,318,1
ENGINEER,95846,3531926276452297,01/25,11,1
ENGINEER,55433,6588979717216529,12/29,180,1
DOCTOR,68657,4895530719930683,04/26,358,1
ENGINEER,54698,4786884126559896,06/29,9806,1
LAWYER,90558,3532080127011370,02/31,791,1
LAWYER,15644,38720680373726,08/28,823,1
LAWYER,89275,2256020274499271,08/33,457,1
DOCTOR,25093,4766487082863176998,12/25,575,1
ENGINEER,48753,3585919490961883,01/31,863,1
DOCTOR,93849,4861379988825972482,12/28,1496,1
DOCTOR,23063,36139406183354,01/28,33,1
LAWYER,31120,180052712757932,02/25,852,1
LAWYER,70383,4182739077859,12/25,162,1
DOCTOR,84451,4009489323397925,04/31,383,1
LAWYER,80299,6568304784277052,05/32,878,1
ENGINEER,87372,676149099860,08/28,4507,1
ENGINEER,65432,4038124663663124,09/29,604,1
DOCTOR,23193,180091479638174,01/26,751,1
ENGINEER,91921,6573344742621747,09/28,643,1
LAWYER,87204,4429443200809900,07/25,671,1
ENGINEER,44808,4438946668998444,12/30,289,1
ENGINEER,98524,4388796106909,03/33,45,1
LAWYER,35822,180083462633916,03/25,421,1
ENGINEER,49621,4032729819844602260,12/33,791,1
DOCTOR,87334,3517738455126065,03/31,249,1
DOCTOR,19573,180003197843093,08/34,349,1
DOCTOR,10908,4254004078985,08/26,790,1
ENGINEER,80112,213121503884089,06/31,249,1
LAWYER,64910,4252279248821289,01/26,882,1
LAWYER,6200,180079283525018,11/24,969,1
LAWYER,62437,6011377930275207,04/28,614,1
DOCTOR,7216,639027071096,07/28,87,1
LAWYER,81876,213141821515215,11/28,422,1
DOCTOR,19798,4032742472959338,01/34,829,1
ENGINEER,73909,30341246925624,09/32,664,1
DOCTOR,46499,4937947454302391044,06/26,702,1
DOCTOR,62821,4244639075707599,09/27,209,1
DOCTOR,48571,6011770335319077,06/26,725,1
LAWYER,69327,4589932015295269,12/24,865,1
ENGINEER,68966,4596329505864,10/28,873,1
ENGINEER,56477,2701873964450934,03/26,562,1
LAWYER,54517,4936003148510176311,11/26,662,1
ENGINEER,90317,3591305400130508,03/30,147,1
DOCTOR,4474,6011360134152158,02/25,364,1
DOCTOR,65845,4293193196694963,09/30,315,1
ENGINEER,73301,4049528268652,01/30,514,1
ENGINEER,31853,4859622356728,07/31,374,1
LAWYER,75109,3594195403278975,03/27,961,1
ENGINEER,76455,378585791626645,06/30,259,1
ENGINEER,67776,3581868804193085,05/26,660,1
DOCTOR,17272,675963866990,04/25,512,1
LAWYER,72023,4901627788323949,03/32,727,1
ENGINEER,19372,4527136098959,09/28,713,1
ENGINEER,9960,6011020658888625,02/27,53,1
ENGINEER,23545,676332336459,08/34,117,1
ENGINEER,96552,372047240817917,02/33,292,1
DOCTOR,97973,2601826757525248,01/30,455,1
DOCTOR,21003,675902455970,04/28,848,1
LAWYER,79913,3599631551276929,07/34,242,1
DOCTOR,36272,3519667828187439,01/32,803,1
ENGINEER,15774,3507702283178179,01/34,924,1
LAWYER,23510,2241509174509732,05/34,674,1
LAWYER,63108,180074778380250,08/34,7686,1
ENGINEER,35713,4399279170087382,05/27,863,1
DOCTOR,57177,213151931693497,12/32,355,1
DOCTOR,37340,4391006534488004194,03/28,819,1
ENGINEER,98544,6567757456631388,08/31,948,1
LAWYER,63408,6011935625234738,01/28,724,1
LAWYER,25131,30155368767097,07/25,398,1
LAWYER,78895,4832935854882893078,02/31,512,1
DOCTOR,21700,4808430093762982368,12/30,210,1
LAWYER,48850,4389570396695293,08/32,361,1
DOCTOR,30037,213159237567034,06/33,604,1
LAWYER,28726,3519325333583853,05/25,550,1
DOCTOR,45744,4399270058558065,06/30,242,1
ENGINEER,75129,36266521241823,05/28,337,1
DOCTOR,98814,180039996387544,11/28,323,1
DOCTOR,79864,346250561557806,04/27,98,1
DOCTOR,7720,6595337390490898,09/34,648,1
ENGINEER,42505,3542614064007989,01/28,569,1
DOCTOR,2005,3555656443729027,03/33,948,1
ENGINEER,78438,343726552298594,07/26,621,1
DOCTOR,85170,565711778201,03/30,587,1
DOCTOR,50725,3596216003434996,03/27,364,1
LAWYER,77185,4866045627815061,06/28,723,1
ENGINEER,30497,30443549727291,02/28,715,1
ENGINEER,65840,2447258001032524,04/25,926,1
LAWYER,3648,213148856995659,02/26,348,1
LAWYER,49766,371676997503485,04/31,600,1
DOCTOR,12454,347140551973130,03/32,759,1
ENGINEER,86808,3526689871584263,11/26,516,1
LAWYER,54549,30266905789310,07/31,883,1
DOCTOR,10201,6504839084587517,01/30,113,1
DOCTOR,68755,372092476944555,05/31,783,1
ENGINEER,47990,180048174276312,05/27,7376,1
DOCTOR,28564,2279267337483080,11/30,223,1
LAWYER,90930,4713551701271207979,08/27,652,1
LAWYER,77640,4911154186886045,05/26,8451,1
ENGINEER,75928,376276371498579,08/32,937,1
DOCTOR,89007,30184311314310,03/28,3484,1
LAWYER,10595,503821105718,05/31,104,1
LAWYER,49161,3503660381235040,09/31,398,1
ENGINEER,18060,213156318522458,10/25,347,1
LAWYER,36192,6011161691281749,06/27,308,1
ENGINEER,9791,36022440166553,06/25,535,1
ENGINEER,50196,630488213038,07/25,719,1
LAWYER,41863,5277674841564021,09/31,962,1
LAWYER,32577,3554837455663335,12/26,453,1
ENGINEER,24462,4584597038495520,03/29,390,1
ENGINEER,61648,2222185623669691,11/24,493,1
DOCTOR,56007,2704348569790056,10/27,163,1
ENGINEER,31999,4222813414744185,01/29,739,1
ENGINEER,32860,3558106890134419,04/26,726,1
LAWYER,38501,30039948782950,09/25,693,1
DOCTOR,80799,4716475694147639,10/27,91,1
LAWYER,897,6011966243947484,07/30,807,1
ENGINEER,56566,38631369775604,10/30,472,1
DOCTOR,31157,180090867416284,02/30,248,1
DOCTOR,72916,213196558368709,06/34,5360,1
DOCTOR,60737,347965240169694,09/30,57,1
ENGINEER,38779,2272540478568449,11/29,303,1
DOCTOR,13567,30562637042683,08/27,266,1
ENGINEER,74810,6011844470642476,09/30,1066,1
LAWYER,26918,6583526216662490,06/28,41,1
DOCTOR,6806,6590693785459178,04/29,938,1
ENGINEER,76315,2405442581335297,11/28,709,1
ENGINEER,6313,4712534944561314,12/26,789,1
LAWYER,55828,348142834504152,01/30,2,1
LAWYER,35587,630450784057,04/28,348,1
DOCTOR,45871,30149079195987,09/29,331,1
LAWYER,58979,2277387191498586,06/28,444,1
ENGINEER,72559,4041896877287189,11/28,954,1
DOCTOR,84427,4529611449986734,04/30,577,1
LAWYER,27604,30061327560468,08/30,847,1
ENGINEER,14569,379852123583137,09/29,428,1
DOCTOR,81967,213141737559778,09/31,657,1
ENGINEER,75004,3508867386659240,10/34,7468,1
ENGINEER,4180,4945480686230206,10/31,287,1
ENGINEER,5767,4587335782142,06/31,995,1
DOCTOR,29591,213190593284971,05/33,201,1
ENGINEER,48577,2719997776929130,04/30,834,1
DOCTOR,42157,4823523999988316370,11/27,692,1
LAWYER,86600,30400673820367,09/32,976,1
LAWYER,66986,5362979925522704,10/26,598,1
LAWYER,48221,3514545686744159,05/32,638,1
LAWYER,3720,373280046158017,09/34,751,1
ENGINEER,75242,3559289396289728,10/29,867,1
ENGINEER,66766,373935687809521,09/26,162,1
DOCTOR,88727,3598344297290078,07/29,955,1
LAWYER,1328,4166470572936095094,06/28,938,1
LAWYER,15228,30113978267347,01/31,740,1
LAWYER,83275,4406736301292216,05/28,92,1
LAWYER,94480,4618178655447191,05/28,736,1
DOCTOR,55296,4206367715975,02/28,999,1
ENGINEER,19579,30156915030922,08/33,102,1
DOCTOR,61374,180045986091863,12/32,364,1
LAWYER,32592,4945844370310519,08/30,824,1
LAWYER,82478,4783040923457270,09/30,106,1
LAWYER,94597,6585237202593586,09/34,427,1
ENGINEER,88836,3579594082889491,10/27,992,1
LAWYER,36645,4704700973061,06/26,697,1
ENGINEER,50798,5548963919616216,06/29,2842,1
DOCTOR,55205,30029231796833,11/27,520,1
DOCTOR,31432,36330354668153,07/31,541,1
ENGINEER,17726,6593415453761314,01/26,235,1
ENGINEER,88507,3539038029358334,11/33,260,1
LAWYER,93211,4204522072142689,05/25,92,1
LAWYER,11189,4137570043039174459,11/33,472,1
ENGINEER,64274,4146960549903104,03/26,787,1
ENGINEER,71943,4179454602956316,11/31,342,1
ENGINEER,98428,4903990610017,02/28,485,1
DOCTOR,24636,3577850604852546,11/26,587,1
DOCTOR,66974,4098160894570305,05/33,851,1
DOCTOR,17579,4566682636702113,11/30,512,1
DOCTOR,20929,4485516669967920,01/28,55,1
DOCTOR,90022,3551475023063093,12/28,453,1
ENGINEER,27083,676337072315,05/30,889,1
DOCTOR,90795,4972734536481,09/32,24,1
LAWYER,35748,6504543163650051,11/32,966,1
DOCTOR,5382,4503620261616060817,02/26,681,1
ENGINEER,52504,371133144089141,08/33,239,1
ENGINEER,81860,4941860694240,09/33,762,1
LAWYER,20241,6011407469052741,08/31,731,1
DOCTOR,61305,4426121960126920,03/27,674,1
LAWYER,99810,4559215436254512179,12/24,359,1
LAWYER,44560,2298967462645869,10/32,52,1
DOCTOR,95424,180011930851422,03/30,822,1
DOCTOR,58800,6011050822649264,06/27,132,1
DOCTOR,72129,3597780887355600,11/29,770,1
ENGINEER,97390,4338789204740,12/27,582,1
DOCTOR,5923,3521511318119815,09/28,812,1
LAWYER,25837,4305784140561880,09/32,573,1
ENGINEER,21439,2252501472456670,05/30,688,1
DOCTOR,45948,4162465867933200309,03/28,284,1
DOCTOR,44382,3559336586129139,08/33,21,1
LAWYER,75438,3561745924151017,09/27,671,1
ENGINEER,48694,3505608935196679,06/27,53,1
ENGINEER,51896,4537384394969820,05/27,597,1
ENGINEER,12651,371079321544186,10/25,322,1
LAWYER,23592,4880904711372,08/31,3588,1
ENGINEER,85996,4597242266592,03/27,544,1
DOCTOR,75019,4235880924490448,06/31,366,1
LAWYER,34484,6533522431313101,05/26,912,1
LAWYER,53538,4496514322008411,11/27,335,1
LAWYER,87535,4152344214122,03/28,461,1
LAWYER,37699,180015970493656,01/32,308,1
ENGINEER,7395,5170637860855602,07/30,217,1
ENGINEER,46920,4139728596620,09/26,5038,1
LAWYER,4338,3503492947649930,10/33,617,1
ENGINEER,41192,4012586456938467864,10/26,451,1
ENGINEER,32225,30342743729923,11/31,456,1
LAWYER,4965,347721152299395,04/27,356,1
ENGINEER,98043,4274094683768208,10/26,377,1
DOCTOR,64754,4441569884248215,01/34,821,1
LAWYER,74550,3530954818232325,08/26,937,1
LAWYER,67126,676212263708,07/27,650,1
LAWYER,40293,3553307349096093,10/27,16,1
DOCTOR,73047,3550810128629599,06/29,1508,1
LAWYER,4127,4528382043337747,02/26,557,1
LAWYER,59116,6593058597545571,05/27,62,1
ENGINEER,55072,4404636256385100,09/30,618,1
LAWYER,8165,560718189056,06/26,923,1
DOCTOR,63059,6011764575550095,02/32,50,1
LAWYER,15208,345353369949927,08/32,947,1
DOCTOR,15876,342470398733859,11/26,329,1
LAWYER,92017,3572974397653567,05/30,812,1
DOCTOR,22790,4413158039357883,04/29,269,1
LAWYER,74170,180019636576888,07/28,9668,1
ENGINEER,71830,561591806709,12/32,701,1
ENGINEER,21064,4988813295649010,11/27,45,1
DOCTOR,87383,6011159553389022,06/31,9371,1
ENGINEER,96715,630455043236,07/34,713,1
ENGINEER,97308,4800913352383437704,12/28,918,1
DOCTOR,15910,213181930440038,09/25,103,1
DOCTOR,40144,4929112258187080,09/30,193,1
LAWYER,8726,3538983815181369,02/28,768,1
DOCTOR,98262,30585479985131,04/32,339,1
LAWYER,439,180026444761461,07/29,13,1
DOCTOR,51653,374444965921305,05/32,27,1
LAWYER,1142,3524288007195698,02/30,3191,1
ENGINEER,72467,342025275499964,09/29,667,1
LAWYER,33717,3546984369865332,06/31,439,1
DOCTOR,59201,4539654261653,02/34,425,1
ENGINEER,70056,675952774791,08/28,3,1
DOCTOR,44655,4702110681027,07/33,632,1
LAWYER,24665,3530100302388229,08/26,909,1
LAWYER,86785,2280133937069082,11/33,153,1
ENGINEER,211,373209211655788,09/33,6061,1
DOCTOR,23313,3513729581575253,04/28,343,1
LAWYER,87564,570606467654,08/28,2366,1
ENGINEER,17409,30305236114820,05/25,575,1
ENGINEER,81332,4923789904250010,09/30,349,1
DOCTOR,74945,213127202613380,05/34,387,1
DOCTOR,38477,4663214398772431,04/28,164,1
ENGINEER,79575,3577411467767139,01/32,976,1
DOCTOR,10669,38627954465247,01/31,14,1
LAWYER,68133,4511104215819438,05/26,667,1
LAWYER,593,4629682610180802,06/32,155,1
ENGINEER,33463,4275593051687,02/32,470,1
ENGINEER,9510,4159207225692153,04/25,310,1
ENGINEER,27450,4411454725511064311,07/29,475,1
ENGINEER,4117,4893672975639707,11/26,873,1
LAWYER,36296,2282080834684158,02/34,685,1
ENGINEER,17502,4309533321906034,05/28,49,1
ENGINEER,45152,6011161792324646,03/33,1779,1
ENGINEER,51537,38122406296945,12/33,599,1
DOCTOR,57233,4830699813834,02/30,596,1
DOCTOR,59630,6011700483893102,11/28,8880,1
DOCTOR,50791,347806508731801,11/28,214,1
LAWYER,72388,30038670003767,08/32,973,1
LAWYER,72822,60404823894,11/29,5377,1
DOCTOR,76153,60495384095,04/27,83,1
DOCTOR,26849,4049595309242976,09/31,743,1
DOCTOR,76373,4442318962860536,06/30,985,1
ENGINEER,10116,503826132659,09/27,782,1
ENGINEER,52214,675907974637,04/26,632,1
DOCTOR,12640,4112084947331756486,06/31,493,1
ENGINEER,60061,4626950894432592,10/29,54,1
DOCTOR,12706,180014688515181,08/29,777,1
DOCTOR,93496,4961242322401,12/31,409,1
DOCTOR,42942,3516485164923322,05/25,803,1
LAWYER,92765,6011239508213962,08/32,242,1
DOCTOR,32369,377349009787058,02/34,616,1
LAWYER,48474,376098597536390,02/31,590,1
DOCTOR,32727,3536250490297189,12/29,781,1
DOCTOR,4725,4755179887885,01/29,747,1
LAWYER,75882,378034133052707,04/28,823,1
ENGINEER,38251,347013519270974,05/33,253,1
LAWYER,46170,30402552965511,07/30,195,1
DOCTOR,83914,30277162981995,11/33,135,1
ENGINEER,27545,4057037772837056,12/32,978,1
LAWYER,3708,3586634399258047,06/27,1913,1
LAWYER,30853,4407699462352907,11/25,225,1
LAWYER,21667,2380324585319601,11/29,237,1
ENGINEER,15852,38573703990020,11/28,450,1
DOCTOR,52389,3503699538268769,11/25,438,1
LAWYER,33213,4215691621297588,08/28,269,1
LAWYER,59084,2251786645126539,06/28,750,1
ENGINEER,14132,38713830596015,11/30,964,1
ENGINEER,45526,180091458768992,08/25,195,1
ENGINEER,3542,4831490422116509,06/25,664,1
DOCTOR,78046,378580303727148,02/27,610,1
DOCTOR,54527,4200656637752667,10/25,83,1
LAWYER,7479,503873072873,10/32,826,1
DOCTOR,42613,3579762452446370,04/26,993,1
LAWYER,17952,2720866964759210,05/29,899,1
DOCTOR,74992,342884620190854,05/28,482,1
LAWYER,20179,4197931817498,09/30,368,1
DOCTOR,55128,4492161077271,07/31,479,1
ENGINEER,71436,4250124145109994,04/31,257,1
DOCTOR,90003,4294715793932953376,02/30,367,1
DOCTOR,94465,4000634041228,02/26,429,1
DOCTOR,28761,2475695793638791,08/33,55,1
DOCTOR,82104,4059322434164573499,03/25,514,1
DOCTOR,77456,30531644942946,05/25,457,1
LAWYER,46093,4408378983287657,10/31,279,1
DOCTOR,44614,4847127494173214,03/33,8932,1
LAWYER,9696,345490447478550,10/29,382,1
LAWYER,6887,2237231408572636,04/34,134,1
DOCTOR,6233,2475447705045925,06/32,841,1
DOCTOR,74010,180062862393172,05/31,502,1
